"","iteration","Team","teamId","primaryKey","lastName","firstName","Position","jerseyNum","ovr_rating","speed_rating","acceleration_rating","strength_rating","agility_rating","awareness_rating","catching_rating","carrying_rating","throwPower_rating","throwAccuracy_rating","kickPower_rating","kickAccuracy_rating","runBlock_rating","passBlock_rating","tackle_rating","jumping_rating","kickReturn_rating","injury_rating","stamina_rating","toughness_rating","trucking_rating","elusiveness_rating","bCVision_rating","stiffArm_rating","spinMove_rating","jukeMove_rating","impactBlocking_rating","runBlockStrength_rating","runBlockFootwork_rating","passBlockStrength_rating","passBlockFootwork_rating","powerMoves_rating","finesseMoves_rating","blockShedding_rating","pursuit_rating","playRecognition_rating","manCoverage_rating","zoneCoverage_rating","spectacularCatch_rating","catchInTraffic_rating","routeRunning_rating","hitPower_rating","press_rating","release_rating","throwAccuracyShort_rating","throwAccuracyMid_rating","throwAccuracyDeep_rating","playAction_rating","throwOnTheRun_rating","height","weight","age","portraitId","id","_version_","encryptedId","Name","NameRM","Key","Rank"
"48",1,"SF",15,2327,"McCray II","L.J.","FS",31,65,88,92,73,89,48,62,65,30,30,25,25,45,45,66,93,35,88,85,75,56,55,54,48,50,64,45,45,45,45,45,61,49,55,69,48,74,69,53,54,20,75,67,15,15,10,10,15,15,72,210,25,7237,"052e4a33-b4cf-403d-975c-08d8eaf62b37",1542388796288401408,"18e1tknvod5s11uo2gom8aasdo","L.J. McCray II","ljmccrayii","FSljmccrayii",2
"25",1,"SF",15,440,"Dawson","Phil","K",4,80,55,60,20,52,65,19,40,26,21,92,89,23,22,20,37,10,85,83,60,10,21,10,10,10,10,23,23,23,22,22,10,10,20,22,27,10,15,12,10,10,12,10,12,35,30,25,20,20,71,200,41,921,"dd4b53af-a63e-46e1-aef7-866aa458d264",1542388796168863744,"unh9mo41lkok5qsqdhj1buai5s","Phil Dawson","phildawson","Kphildawson",1
"12",1,"SF",15,9886,"Bowman","NaVorro","LB",53,88,83,86,79,83,89,65,50,22,22,10,10,45,45,92,75,10,87,91,75,10,35,27,12,10,40,45,45,45,45,45,79,62,82,94,89,61,70,45,40,10,93,55,20,6,6,6,6,6,72,242,28,480,"3f5c942a-565b-41e5-90a5-cd7fc372c44b",1542388796095463424,"pjjso4efs1lus4t7kjj8e3nqog","NaVorro Bowman","navorrobowman","LBnavorrobowman",1
"46",1,"SF",15,2056,"Lynch","Aaron","LB",59,83,82,88,76,74,82,49,45,10,10,25,21,45,45,78,76,10,88,77,69,40,15,29,35,34,33,45,45,45,45,45,91,79,74,83,82,64,75,25,21,15,74,45,12,6,6,6,6,6,77,270,23,6501,"3226d53e-7fa6-4bee-9a99-4abad43572bd",1542388796277915648,"3sd6qi11kjj33vkbmqcls38n0k","Aaron Lynch","aaronlynch","LBaaronlynch",2
"14",1,"SF",15,27818,"Brooks","Ahmad","LB",55,74,78,83,83,74,79,55,65,20,19,27,23,45,45,69,75,10,87,89,88,35,31,19,10,10,20,45,45,45,45,45,74,48,78,83,79,64,74,15,15,10,86,55,12,6,6,6,6,6,75,259,32,527,"f9847d04-1f83-451d-97d0-8fd23bc96b65",1.542388796107e+18,"6e6mjpbdcm9ckfovak7jao58ak","Ahmad Brooks","ahmadbrooks","LBahmadbrooks",3
"19",1,"SF",15,1133,"Carradine","Tank","LB",95,71,79,86,83,81,68,45,50,20,30,19,15,45,45,81,78,10,81,80,84,54,35,40,42,50,51,45,45,45,45,45,82,69,77,78,68,34,47,25,15,15,79,35,15,6,6,6,6,6,76,295,27,5739,"d8e0d79c-85ee-4b83-8866-653631614757",1542388796135309312,"fvdsnknj1lpo1v3cfbg8b33ouo","Tank Carradine","tankcarradine","LBtankcarradine",4
"35",1,"SF",15,2536,"Harold","Eli","LB",58,70,85,88,77,83,61,53,55,25,25,20,20,45,45,77,85,10,92,83,78,43,30,45,35,25,35,45,45,45,45,45,67,79,76,81,61,45,55,20,24,15,84,40,25,6,6,6,6,6,75,265,22,7161,"867e47d9-3b01-41ef-9b48-f8047944f980",1542388796221292544,"vq7qcsv70aug8mvrnv6blmf438","Eli Harold","eliharold","LBeliharold",6
"73",1,"SF",15,11877,"Wilhoite","Michael","LB",57,70,79,84,72,81,75,59,62,25,25,20,20,45,45,84,87,10,90,86,80,50,33,54,48,35,29,45,45,45,45,45,68,56,70,78,75,55,68,35,35,15,77,48,12,6,6,6,6,6,72,240,29,6159,"2f4e8325-ec3b-4420-b4ae-fd3b35b2f73f",1542388796412133376,"lcdljt1fna3p1c2iepnbje369s","Michael Wilhoite","michaelwilhoite","LBmichaelwilhoite",5
"37",1,"SF",15,11929,"Hodges Jr","Gerald","LB",51,69,78,84,70,85,64,61,65,25,22,20,20,45,45,87,78,10,88,92,85,45,39,46,40,30,35,45,45,45,45,45,63,72,72,83,64,67,74,35,34,15,83,65,15,6,6,6,6,6,74,236,25,5868,"a0ef402d-157c-4e8e-9678-039e8a1e9892",1542388796231778304,"8bhfgvm22r4dpr992inerpries","Gerald Hodges Jr","geraldhodgesjr","LBgeraldhodgesjr",7
"5",1,"SF",15,14048,"Armstrong","Ray-Ray","LB",54,67,80,86,65,81,68,65,62,34,30,28,28,45,45,78,83,10,90,84,74,51,35,39,49,50,45,45,45,45,45,45,63,73,72,74,68,69,77,25,15,10,81,74,12,6,6,6,6,6,75,220,25,6860,"fae9a1d8-aad9-4be6-b912-9871d5fb30b8",1542388796053520384,"j6fh4cbh987qq3ncj5vs1dq14c","Ray-Ray Armstrong","rayrayarmstrong","LBrayrayarmstrong",8
"9",1,"SF",15,10939,"Bellore","Nick","LB",50,66,77,83,77,72,72,40,50,25,25,20,20,45,45,86,65,10,87,82,75,45,20,25,47,30,30,45,45,45,45,45,64,45,70,73,72,50,63,15,15,15,70,50,12,6,6,6,6,6,73,250,27,4947,"7c382e4a-aba7-432f-9c86-aa9a9f884690",1542388796078686208,"unho36hh92a5vm74tjo86kst0s","Nick Bellore","nickbellore","LBnickbellore",9
"44",1,"SF",15,1229,"Lemonier","Corey","LB",96,66,84,89,72,72,65,50,54,20,20,20,20,45,45,73,82,10,90,86,74,45,35,29,37,55,25,45,45,45,45,45,54,75,71,78,65,60,67,35,34,15,76,50,20,6,6,6,6,6,75,255,24,5942,"6002f08e-0360-43f6-8b5e-404362c1b872",1542388796267429888,"d37oog953bllt9q8qnvg18ed08","Corey Lemonier","coreylemonier","LBcoreylemonier",10
"62",1,"SF",15,2797,"Skov","Shayne","LB",56,61,72,82,80,77,66,57,55,20,19,14,17,45,45,82,81,10,78,92,94,45,21,35,40,39,35,45,45,45,45,45,64,48,60,74,66,57,73,35,40,19,71,40,25,6,6,6,6,6,75,247,26,7603,"289709ef-064d-4b52-9be3-a6862ab5ef76",1542388796357607424,"784acmil2fu5asts3vtuvlddcc","Shayne Skov","shayneskov","LBshayneskov",11
"31",1,"SF",15,17727,"Fanaika","Jason","LB",45,60,76,84,85,74,55,38,42,22,20,20,19,45,46,74,84,9,84,77,80,33,22,23,27,21,22,44,44,45,46,44,71,69,75,74,55,27,30,17,17,14,80,22,17,6,6,6,6,6,75,270,24,8277,"064a8a62-5072-4da3-9658-b198ae5b4136",1542388796200321024,"8ko84pdujvjg4879lm063glgio","Jason Fanaika","jasonfanaika","LBjasonfanaika",12
"65",1,"SF",15,27965,"Staley","Joe","OL",74,89,74,82,87,74,94,62,61,18,24,20,22,86,89,25,78,10,90,94,86,10,25,10,10,10,10,92,95,99,85,95,10,10,25,31,10,12,12,30,40,44,15,10,47,6,6,6,6,6,77,315,32,2837,"50905c46-f712-430d-82a9-0d03007473e4",1542388796372287488,"gcc0kidvin1ernpm7sj05d5jq4","Joe Staley","joestaley","OLjoestaley",1
"23",1,"SF",15,9802,"Davis","Anthony","OL",76,78,58,77,90,65,75,25,40,25,40,28,15,79,83,39,74,11,78,76,87,10,21,10,10,10,10,76,93,82,82,75,10,10,39,25,10,12,12,12,15,10,25,10,12,6,6,6,6,6,77,323,26,889,"f602f314-6db8-496e-89d9-b256fc52cd7f",1542388796157329408,"jt00idm4l4dq29eghpab6m6b7s","Anthony Davis","anthonydavis","OLanthonydavis",2
"33",1,"SF",15,17669,"Garnett","Joshua","OL",65,74,62,77,84,57,72,33,43,21,22,20,20,81,78,38,67,8,90,91,81,31,14,18,16,9,12,82,82,78,80,72,17,15,28,28,16,12,14,14,13,14,25,9,15,6,6,6,6,6,77,321,22,8015,"68bf73b4-fb15-47e4-b432-89d0cb1ea60f",1542388796210806784,"uo73neavgnksnim09d6vfiajps","Joshua Garnett","joshuagarnett","OLjoshuagarnett",3
"6",1,"SF",15,9815,"Beadles","Zane","OL",68,73,59,70,83,55,83,25,25,33,25,22,21,78,71,28,17,10,93,80,94,10,18,10,10,10,10,86,78,82,81,85,10,10,19,41,14,16,15,15,15,15,20,10,15,6,6,6,6,6,76,305,29,387,"32df78b4-27f3-484b-8095-b1aeb7b61311",1542388796059811840,"qdf96kabb4q5h5laokcjrbpjg0","Zane Beadles","zanebeadles","OLzanebeadles",4
"43",1,"SF",15,10679,"Kilgore","Daniel","OL",67,71,60,79,89,57,76,17,40,33,25,19,17,74,77,22,37,10,88,75,96,10,18,10,10,10,10,79,91,85,85,69,10,10,22,29,23,6,10,12,10,10,35,10,12,6,6,6,6,6,75,308,28,4411,"4bdb4843-2217-4bc9-a0db-0be595f6af4d",1542388796262187008,"v902bmh5dmq2ha3tn6uhgqssek","Daniel Kilgore","danielkilgore","OLdanielkilgore",5
"53",1,"SF",15,27081,"Pears","Erik","OL",71,71,61,69,84,86,76,10,40,33,26,16,26,72,74,17,51,10,92,88,93,10,12,10,10,10,10,74,81,73,92,86,10,10,10,10,30,10,14,15,15,15,20,10,15,6,6,6,6,6,80,316,34,2371,"39f1e9ce-511d-4e08-aced-717236f1c2a5",1542388796312518656,"ob9u78kd2010l9jcnih2kkghmk","Erik Pears","erikpears","OLerikpears",6
"70",1,"SF",15,11505,"Tiller","Andrew","OL",61,71,53,65,79,52,68,35,45,30,30,25,25,84,79,39,65,10,91,69,91,20,10,10,30,10,10,76,83,78,76,67,20,10,20,25,15,12,15,15,15,15,20,10,15,6,6,6,6,6,76,324,27,5521,"fafca615-f776-4eac-8621-0f63bd30307b",1542388796397453312,"qmbposr9jv1qplfoq9sfkauoi8","Andrew Tiller","andrewtiller","OLandrewtiller",7
"60",1,"SF",15,2652,"Silberman","Ian","OL",62,67,67,78,81,50,61,30,40,25,25,24,22,83,74,25,76,10,87,79,85,20,12,10,25,10,10,70,89,77,76,69,10,10,15,23,10,12,15,12,10,10,20,10,12,6,6,6,6,6,77,306,23,7806,"09c83bb1-84f1-4415-ac91-5d230b3d74cd",1542388796347121664,"mrovqc824i8r49eabf6n17ogjc","Ian Silberman","iansilberman","OLiansilberman",9
"69",1,"SF",15,12382,"Thomas","Brandon","OL",60,67,68,79,93,55,52,32,40,19,24,17,35,79,73,31,78,10,76,83,69,20,10,10,10,10,10,83,86,82,83,72,10,10,27,29,22,13,18,15,15,15,20,10,15,6,6,6,6,6,75,317,25,6608,"d2e19596-2eaf-4efd-9f3f-a78d7bc23ba1",1542388796392210432,"fr7reibd8ihmb3jijq14ft9cdc","Brandon Thomas","brandonthomas","OLbrandonthomas",8
"21",1,"SF",15,17793,"Cooper","Fahn","OL",64,66,67,78,78,51,61,22,38,30,22,22,21,74,72,36,64,10,89,87,86,23,15,10,19,10,10,79,84,76,74,67,25,15,35,29,20,13,15,15,25,15,33,10,40,6,6,6,6,6,77,308,23,7957,"a5a50753-3f28-43a5-85bc-790cd1962e7b",1542388796146843648,"mfq6morm1nria2ss85s7cf0bdc","Fahn Cooper","fahncooper","OLfahncooper",10
"15",1,"SF",15,2661,"Brown","Trent","OL",77,65,62,74,90,43,59,35,32,25,25,20,20,73,74,40,75,10,85,66,76,35,10,15,25,10,10,64,88,74,84,66,10,10,31,12,15,12,15,12,12,12,20,10,12,6,6,6,6,6,80,355,23,7422,"cdbcabb6-cc24-4172-97c0-12ed3ed2cd0d",1542388796113289216,"tuoubk8frdh9l89hhuf1v3mtrc","Trent Brown","trentbrown","OLtrentbrown",11
"47",1,"SF",15,12347,"Martin","Marcus","OL",66,65,64,77,82,66,74,45,45,30,30,25,25,67,72,34,72,10,83,79,89,20,12,10,30,10,10,83,86,82,82,76,10,10,20,29,15,12,15,15,15,15,12,10,15,6,6,6,6,6,75,321,22,6510,"0ab7ad03-e478-4992-8577-94c4f99c5962",1542388796283158528,"5a4e63h5ve8vdr4mke5ctgc2p4","Marcus Martin","marcusmartin","OLmarcusmartin",12
"68",1,"SF",15,17802,"Theus","John","OL",78,63,65,79,73,56,59,25,29,23,18,22,21,77,72,38,76,10,92,85,90,30,26,28,26,17,18,73,82,87,73,76,25,15,28,31,22,13,15,24,22,21,68,10,25,6,6,6,6,6,78,303,22,8230,"9ae579ce-c522-4bf8-b097-4929874fad48",1542388796386967552,"mirq0fr4ofkqd3c09f1b1bhcp0","John Theus","johntheus","OLjohntheus",13
"54",1,"SF",15,2604,"Pinion","Bradley","P",5,77,66,73,55,62,60,39,40,52,45,91,85,29,25,35,70,10,92,85,55,15,19,15,10,10,10,22,21,21,20,20,10,10,19,35,20,15,15,15,15,15,15,10,15,51,42,32,25,24,77,229,22,7281,"79c3fe3d-93cb-401a-bf8c-dfcd665003e3",1542388796317761536,"ccdkmumvhtb9hbmatq61sqbjk4","Bradley Pinion","bradleypinion","Pbradleypinion",1
"32",1,"SF",15,10435,"Gabbert","Blaine","QB",2,74,82,82,66,79,71,28,50,88,81,22,22,25,24,26,74,10,90,88,89,25,47,74,45,65,68,21,21,21,20,19,10,10,25,30,32,11,31,15,15,15,15,10,15,85,81,76,73,76,76,235,26,4367,"f0b40bab-dff4-46fa-9b7c-1b524c2d6d5d",1542388796205563904,"l1l1hr67hnelbtia5mnkgsd7fs","Blaine Gabbert","blainegabbert","QBblainegabbert",1
"42",1,"SF",15,10578,"Kaepernick","Colin","QB",7,74,85,87,63,91,70,53,75,94,75,25,20,28,30,42,84,25,92,96,94,37,80,93,56,78,87,28,25,28,22,22,10,10,31,33,19,15,30,35,32,25,20,10,22,78,78,73,68,78,76,230,28,4405,"acf2272d-0595-494d-9e3d-c80806fdd69c",1542388796256944128,"bf374lj68foc84j3m02b7ojsco","Colin Kaepernick","colinkaepernick","QBcolinkaepernick",2
"29",1,"SF",15,17568,"Driskel","Jeff","QB",6,66,85,86,68,82,62,36,68,91,68,21,20,21,17,24,74,11,89,91,85,62,69,82,54,49,72,19,20,19,19,18,9,9,21,28,21,12,18,20,20,18,11,9,19,77,71,65,75,77,76,234,23,7986,"8cd5ee75-301a-4a91-b62b-730085866e50",1542388796189835264,"4mhkv2a0032egkeno1bbilccvs","Jeff Driskel","jeffdriskel","QBjeffdriskel",3
"45",1,"SF",15,10091,"Lewis","Thad","QB",9,65,74,83,64,74,65,50,65,88,74,35,24,25,25,39,73,25,88,86,75,45,57,55,46,62,65,30,40,30,30,20,10,10,25,47,15,15,20,42,52,45,15,10,68,77,73,72,61,76,74,219,28,4748,"3b5f4dc5-7ae3-4c5b-9458-69ebcfaee2f7",1542388796272672768,"r2ssibsdfal3uv78d2om0dabgk","Thad Lewis","thadlewis","QBthadlewis",4
"38",1,"SF",15,10874,"Hyde","Carlos","RB",28,81,86,87,81,84,83,67,86,35,30,25,25,64,57,25,84,70,92,87,90,90,75,88,85,89,82,60,65,60,59,62,10,10,25,50,20,15,20,54,63,49,12,10,66,35,30,20,15,15,72,235,25,6456,"1cad29d0-16cc-4592-8c49-50ea50c16e99",1542388796237021184,"vi5v8tkcaq3c2891p4suvih7k8","Carlos Hyde","carloshyde","RBcarloshyde",1
"28",1,"SF",15,11147,"Draughn","Shaun","RB",24,73,82,84,72,85,78,68,83,30,30,25,25,49,42,35,74,72,87,87,79,80,66,79,74,80,83,40,42,40,35,39,10,10,11,40,20,15,20,46,64,62,20,20,51,35,30,20,15,15,71,205,28,5148,"29b6f8ed-6e5e-4e53-9f81-d35a2fc99f15",1542388796184592384,"ue1nvblk1ugnvvnjsmlal9dj8s","Shaun Draughn","shaundraughn","RBshaundraughn",2
"24",1,"SF",15,2405,"Davis","Mike","RB",22,71,88,92,69,79,55,71,82,25,25,21,20,45,55,29,84,40,77,80,80,82,65,80,75,91,76,45,44,47,56,55,9,10,10,30,11,10,15,50,62,49,17,15,56,30,25,15,10,10,69,217,23,7074,"aa5f3765-5b0d-4796-b783-c4a83d53fcbf",1542388796162572288,"5ci73fh8umacbcgnp5bses9lq8","Mike Davis","mikedavis","RBmikedavis",3
"36",1,"SF",15,11092,"Harris","DuJuan","RB",32,70,88,94,60,92,59,56,78,40,38,20,22,28,26,34,75,74,85,88,82,60,81,75,70,85,87,35,35,32,33,32,10,10,22,35,17,20,30,61,66,55,15,20,45,35,30,20,15,15,68,203,27,5216,"5252f82a-f46b-4451-838f-a1389a713d46",1542388796225486848,"r6fgc2l37oac4a7k0uaj29nmbo","DuJuan Harris","dujuanharris","RBdujuanharris",4
"67",1,"SF",15,17583,"Taylor","Kelvin","RB",23,67,87,89,69,86,57,55,88,23,19,21,20,25,50,35,87,62,90,86,86,61,63,79,63,72,80,20,44,43,49,47,11,12,26,32,20,14,19,38,48,49,21,16,58,19,15,13,15,17,70,207,22,8229,"a90204e5-f08a-4ad6-842f-3a6ac0533b2e",1542388796382773248,"ku7q0ms1hb2t816c1hjbr9usg4","Kelvin Taylor","kelvintaylor","RBkelvintaylor",5
"10",1,"SF",15,27338,"Bethea","Antoine","SS",41,77,86,87,65,82,72,68,65,12,15,14,14,45,45,73,86,65,96,90,75,39,30,32,28,48,52,45,45,45,45,45,43,70,64,80,72,61,76,42,40,30,80,35,32,15,10,10,15,15,71,206,32,430,"3589a338-0dbe-48d6-96d1-ebdeec9d675c",1542388796083929088,"dtj3d8dg82fukj6gabpmu17c6o","Antoine Bethea","antoinebethea","SSantoinebethea",1
"66",1,"SF",15,2594,"Tartt","Jaquiski","SS",29,71,89,90,65,80,62,64,62,21,23,19,22,45,45,66,83,35,92,85,86,57,42,40,40,49,55,45,45,45,45,45,44,59,69,82,62,61,72,45,44,20,84,60,25,6,6,6,6,6,73,221,24,7344,"b381ce02-9e07-42f8-a236-e239135786c0",1542388796377530368,"pol0t74qu268232mjv4jsuotnc","Jaquiski Tartt","jaquiskitartt","SSjaquiskitartt",2
"8",1,"SF",15,17988,"Bell","Jered","SS",40,60,90,89,79,87,44,63,61,27,27,21,18,44,44,70,78,42,84,88,76,45,50,54,40,55,60,44,43,43,44,43,35,36,45,60,44,67,70,51,40,20,76,62,23,15,10,10,15,15,73,205,24,0,"dddcde57-12a3-4445-ac54-91638f8ed63d",1542388796072394752,"ka1aq0i5rvjphc3552opofhtoo","Jered Bell","jeredbell","SSjeredbell",3
"49",1,"SF",15,907,"McDonald","Vance","TE",89,78,81,84,83,76,67,78,75,35,34,15,14,82,77,42,84,25,88,91,73,77,54,79,69,72,67,66,54,60,58,66,40,33,51,55,32,24,34,82,70,55,55,25,69,35,33,32,22,35,76,267,26,5971,"98e50bde-9826-405f-9270-338e89b87cc2",1542388796293644288,"sgrsdnmtvoiuu9pp1ackqe5i8o","Vance McDonald","vancemcdonald","TEvancemcdonald",1
"20",1,"SF",15,11776,"Celek","Garrett","TE",88,75,79,84,73,76,71,76,68,30,30,15,15,85,80,35,83,35,80,84,76,64,64,57,63,72,68,68,53,60,52,57,10,10,50,39,21,15,22,62,67,55,25,25,69,15,10,6,6,10,77,252,28,5742,"52cec6c1-f506-47a4-9c95-65cdddfec94e",1542388796140552192,"14gv916g5qn90acb8ljsiiii5s","Garrett Celek","garrettcelek","TEgarrettcelek",2
"50",1,"SF",15,10713,"Miller","Bruce","TE",49,74,80,86,78,72,77,65,73,25,25,20,20,71,71,73,68,10,93,93,88,66,38,62,75,50,45,73,80,84,67,62,72,45,71,79,50,35,45,72,74,70,72,50,55,6,6,6,6,6,74,248,29,4431,"c0a944be-bc50-4d37-9d65-4676b038b31c",1542388796297838592,"04e7e65hkmf340e8u42c1kruv0","Bruce Miller","brucemiller","TEbrucemiller",3
"7",1,"SF",15,2487,"Bell","Blake","TE",84,65,79,82,70,82,38,73,81,79,66,17,18,78,73,35,82,10,77,83,78,84,55,82,75,68,63,61,72,67,68,64,10,10,41,40,15,15,25,74,71,45,12,10,69,67,64,62,54,55,78,252,25,7014,"1f191821-c407-4a32-9373-50a4dd734c17",1542388796066103296,"q9k7bgh0kgbotrirbopbj102tk","Blake Bell","blakebell","TEblakebell",5
"34",1,"SF",15,2743,"Hamm","Je'Ron","TE",85,65,83,83,67,82,55,68,72,20,20,10,15,68,52,32,87,35,92,85,85,71,55,62,65,65,66,59,61,62,52,48,10,10,37,45,23,17,18,83,78,43,15,15,77,15,10,6,6,10,75,236,24,7488,"d3abee9f-2256-4ffa-8d9e-bdbaec583997",1542388796216049664,"j0mmo6pcql2d54tjv55ul3h2gs","Je'Ron Hamm","jeronhamm","TEjeronhamm",4
"2",1,"SF",15,2486,"Anderson","Busta","TE",83,64,81,86,62,83,45,72,68,35,35,30,30,66,54,42,84,35,69,84,72,59,73,74,62,72,80,63,59,60,55,54,10,10,33,45,20,15,20,74,68,66,12,18,71,15,10,6,6,10,76,246,23,6997,"54c60248-202a-49a7-a330-32f808d30df9",1542388796032548864,"3i7dmjltgtj6lqa836c1q0fd2c","Busta Anderson","bustaanderson","TEbustaanderson",6
"51",1,"SF",15,11860,"Nelson","Kyle","TE",86,44,81,84,68,70,66,60,70,10,14,11,14,52,62,45,66,10,92,77,75,19,11,15,15,10,10,66,72,64,66,62,10,10,40,19,13,22,19,45,40,45,55,10,42,10,10,10,10,10,74,240,29,5998,"440f3d8e-cef0-42ca-8a06-6b24b75d8f34",1542388796303081472,"iffid0ms9v8so729f48cislnp0","Kyle Nelson","kylenelson","TEkylenelson",7
"64",1,"SF",15,10618,"Smith","Torrey","WR",82,78,91,92,60,90,77,80,70,35,32,20,20,59,43,35,92,70,93,95,85,43,84,88,66,82,77,55,57,48,30,35,10,10,36,35,25,20,25,89,85,79,12,15,78,26,22,24,24,22,72,205,27,4483,"1eac5ec2-4f6c-4f99-bb38-9845fa44b202",1542388796367044608,"98s0lkoqotpqg6e6p4is8abr38","Torrey Smith","torreysmith","WRtorreysmith",1
"52",1,"SF",15,513,"Patton","Quinton","WR",11,70,87,90,44,88,63,77,73,33,35,66,56,51,45,30,84,77,90,88,73,43,85,80,70,75,87,64,57,54,39,45,10,10,31,35,16,14,35,83,79,79,15,15,69,15,10,6,6,10,72,204,26,6018,"d94b4deb-9b33-4765-a974-101aa324141e",1542388796308324352,"cscu5lncv5a491mpn2q42eni8c","Quinton Patton","quintonpatton","WRquintonpatton",2
"30",1,"SF",15,10856,"Ellington","Bruce","WR",10,69,90,87,56,94,63,84,68,35,35,30,30,42,40,25,90,89,91,94,86,46,88,84,45,84,87,44,44,42,42,40,10,10,33,35,20,13,25,71,83,69,12,18,59,25,20,15,10,15,69,197,25,6403,"372e7779-9894-4db8-a466-d57439251fc4",1542388796195078144,"plr22vsj30oi3jhvnuiapqo7qs","Bruce Ellington","bruceellington","WRbruceellington",3
"61",1,"SF",15,28438,"Simpson","Jerome","WR",14,68,86,91,56,91,63,77,59,40,40,30,30,56,30,25,97,77,92,94,76,45,85,84,42,82,90,39,40,46,35,40,10,10,36,30,20,13,25,85,73,70,12,18,67,15,10,6,6,10,74,190,30,2733,"deb95f13-ef70-47c1-b3ee-cab239a85b72",1542388796352364544,"kdgqo5q5vrrci6rp1lcjsd4cdo","Jerome Simpson","jeromesimpson","WRjeromesimpson",4
"72",1,"SF",15,2472,"White","DeAndrew","WR",18,65,90,92,55,93,62,79,68,34,32,21,20,45,32,25,86,75,71,88,72,33,84,87,40,86,92,44,45,47,35,34,10,10,25,34,24,18,25,62,67,74,15,10,49,15,10,6,6,10,72,192,24,7375,"c6df804b-c17b-49db-aeb6-0c99bdf4ec50",1542388796406890496,"5551fa9amdvtvg4amnionq1d44","DeAndrew White","deandrewwhite","WRdeandrewwhite",5
"63",1,"SF",15,2458,"Smelter","DeAndre","WR",15,64,87,88,70,88,48,79,72,29,25,19,15,63,50,40,85,40,73,85,82,67,77,75,74,74,75,61,60,61,55,52,10,10,50,45,18,12,25,76,82,55,22,10,79,15,10,6,6,10,74,227,24,7324,"820e3735-1dda-488b-a3e0-33a4397637ef",1542388796361801728,"g9dqk9ntvq7s95cvuna9faupqg","DeAndre Smelter","deandresmelter","WRdeandresmelter",6
"17",1,"SF",15,17601,"Burbridge","Aaron","WR",13,63,89,89,74,86,51,74,70,27,20,23,22,54,42,29,86,35,90,88,81,69,62,76,54,70,71,45,44,44,36,34,11,11,27,34,21,16,24,82,70,75,15,16,61,15,10,6,6,10,73,208,22,7922,"b25e7a3a-4506-4d5e-9252-1339e9261e28",1542388796124823552,"fl3auppj7fkl1c80qjc32ig1g8","Aaron Burbridge","aaronburbridge","WRaaronburbridge",8
"18",1,"SF",15,17603,"Cajuste","Devon","WR",86,63,89,92,70,85,43,80,64,35,31,23,22,45,33,31,85,65,87,88,82,55,74,75,54,78,76,41,44,44,36,34,11,11,39,37,21,16,24,78,79,67,15,16,64,15,10,6,6,10,76,227,23,7930,"8c375f3d-dc8c-4304-b197-a3b0b69f8a51",1542388796130066432,"l44atftcok4m0t5dvp7pjdeii4","Devon Cajuste","devoncajuste","WRdevoncajuste",7
"3",1,"SF",15,2462,"Anderson","Dres","WR",17,62,87,89,65,88,62,80,69,35,33,20,22,40,25,25,87,69,75,87,72,33,84,85,35,73,84,34,35,34,33,31,10,10,28,35,21,15,26,75,63,67,12,10,44,35,35,30,20,30,74,190,24,6998,"90663a78-219a-4920-a351-e334fe3e78c5",1542388796039888896,"i43aponqnjnnhv6se7n01fimc8","Dres Anderson","dresanderson","WRdresanderson",9
"475",1,"TB",6,28301,"Grimes","Brent","CB",24,85,87,90,54,91,90,80,71,30,30,25,25,45,45,59,91,65,89,92,70,25,48,80,15,65,75,45,45,45,45,45,25,42,51,82,90,85,80,75,36,37,47,84,15,6,6,6,6,6,70,185,33,1325,"1b2c207e-2144-46da-bb97-83e7052f2d7b",1542388798327881728,"vf0gj1fgjj1llm6nlfuh661hmg","Brent Grimes","brentgrimes","CBbrentgrimes",1
"476",1,"TB",6,17546,"Hargreaves III","Vernon","CB",28,77,90,91,68,94,63,75,70,27,26,18,17,24,20,68,90,76,88,91,83,29,81,73,33,71,82,25,43,44,43,44,35,41,63,81,63,84,85,52,50,26,53,84,27,6,6,6,6,6,70,204,21,8036,"10aff6fa-a9eb-4a48-a2dd-a0c5a9bed376",1542388798332076032,"g740mg1avqjfl4krdm4e2t317o","Vernon Hargreaves III","vernonhargreavesiii","CBvernonhargreavesiii",2
"499",1,"TB",6,11438,"Robinson","Josh","CB",26,75,92,93,47,91,72,57,49,19,15,22,21,45,45,55,90,67,93,88,61,25,69,58,30,64,72,45,45,45,45,45,25,35,44,67,72,75,79,60,52,25,44,59,35,6,6,6,6,6,70,199,25,5450,"c426776c-d433-4b9e-b73f-ceb1f23b881c",1542388798434836480,"n7d1jrs1fgfj8orpss4nuqs9t8","Josh Robinson","joshrobinson","CBjoshrobinson",3
"515",1,"TB",6,9938,"Verner","Alterraun","CB",21,75,85,88,50,92,80,79,60,35,35,20,20,45,45,73,88,52,91,96,65,25,75,60,20,65,79,45,45,45,45,45,45,58,48,74,80,72,77,75,60,30,42,68,30,6,6,6,6,6,70,187,27,3344,"8a91e56c-88b0-4d55-9fe7-14bd1d77b615",1542388798511382528,"r0lk5k7q654mubancr5tvhabsg","Alterraun Verner","alterraunverner","CBalterraunverner",4
